时间,炉号,预警/报警类型,预警/报警事件,预警/报警区分,数据来源,数据日期
2025-02-22 06:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 06:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 07:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 08:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 09:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 10:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 10:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 11:54:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 12:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 14:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 14:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 15:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 16:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 16:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 16:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 16:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 17:28:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 18:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 19:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 20:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 20:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 20:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 20:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 20:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 22:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-22 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.22_process.xlsx,2.22
2025-02-23 01:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 01:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 02:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 02:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 03:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 06:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 06:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 06:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 07:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 07:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 07:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 07:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 08:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 09:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 10:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 12:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 12:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 12:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 12:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 14:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 14:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 15:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 16:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 16:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 17:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 18:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 18:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 20:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 20:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 21:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 22:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 22:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 23:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 23:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-23 23:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.23_process.xlsx,2.23
2025-02-24 00:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 05:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 06:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 07:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 07:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 09:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 10:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 11:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 12:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 14:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 14:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 15:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 15:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 16:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 16:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 16:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 16:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 17:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 17:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 18:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 19:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 19:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 19:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 20:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 20:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-24 22:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.24_process.xlsx,2.24
2025-02-25 00:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 00:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 04:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 04:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 05:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 06:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 06:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 08:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 08:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 08:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 09:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 10:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 13:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 13:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 14:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 15:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 15:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 15:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 17:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 19:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 20:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 20:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-25 23:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.25_process.xlsx,2.25
2025-02-26 01:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 02:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 02:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 04:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 05:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 06:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 07:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 07:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 08:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 09:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 11:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 11:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 13:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 13:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 13:44:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 13:50:00,1,预警,焚烧炉出口氧含量偏低,预警,2.26_process.xlsx,2.26
2025-02-26 14:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 14:06:00,1,预警,焚烧炉出口氧含量偏低,预警,2.26_process.xlsx,2.26
2025-02-26 14:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 14:20:00,1,预警,焚烧炉出口氧含量偏低,预警,2.26_process.xlsx,2.26
2025-02-26 14:36:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 14:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 15:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 15:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 15:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 15:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 16:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 16:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 17:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 18:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 19:18:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 21:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 21:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 21:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 22:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 22:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 23:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-26 23:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.26_process.xlsx,2.26
2025-02-27 00:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 01:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 02:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 02:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 04:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 04:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 04:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 05:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 05:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 06:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 06:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 06:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 07:42:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 07:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 08:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 08:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 10:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 12:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 15:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 15:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 15:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 17:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 17:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 18:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 20:06:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 20:56:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 21:12:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 21:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 22:20:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-27 22:46:00,1,预警,焚烧炉出口氧含量偏高,预警,2.27_process.xlsx,2.27
2025-02-28 00:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 00:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 01:26:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 01:48:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 03:14:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 03:50:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 04:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 04:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 05:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 07:10:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 07:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 08:02:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 08:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 09:04:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 11:38:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 11:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 12:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 13:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 13:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 14:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 15:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 15:24:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 15:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 15:58:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 16:32:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 17:16:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 18:08:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 19:22:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 19:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 21:00:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 21:40:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 21:52:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 22:30:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-02-28 22:34:00,1,预警,焚烧炉出口氧含量偏高,预警,2.28_process.xlsx,2.28
2025-03-01 00:14:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 01:20:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 02:00:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 02:34:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 02:52:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 03:04:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 05:08:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 05:38:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 05:54:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 06:20:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 06:48:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
2025-03-01 07:26:00,1,预警,焚烧炉出口氧含量偏高,预警,3.1_process.xlsx,3.1
